Hari ke-,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,PM2.5_5,PM2.5_6,PM2.5_7,PM2.5_8,PM2.5_9,PM2.5_10,PM2.5_11,PM2.5_12,PM10_1,PM10_2,PM10_3,PM10_4,PM10_5,PM10_6,PM10_7,PM10_8,PM10_9,PM10_10,PM10_11,PM10_12,CO_1,CO_2,CO_3,CO_4,CO_5,CO_6,CO_7,CO_8,CO_9,CO_10,CO_11,CO_12,NO2_1,NO2_2,NO2_3,NO2_4,NO2_5,NO2_6,NO2_7,NO2_8,NO2_9,NO2_10,NO2_11,NO2_12,SO2_1,SO2_2,SO2_3,SO2_4,SO2_5,SO2_6,SO2_7,SO2_8,SO2_9,SO2_10,SO2_11,SO2_12,O3_1,O3_2,O3_3,O3_4,O3_5,O3_6,O3_7,O3_8,O3_9,O3_10,O3_11,O3_12,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,Pb_1,Pb_2,Pb_3,Pb_4,Pb_5,Pb_6,Pb_7,Pb_8,Pb_9,Pb_10,Pb_11,Pb_12
285,64.46,38.04,50.24,29.87,41.86,39.56,15.50,17.44,40.74,33.41,11.70,33.21,170.23,107.64,137.16,85.18,116.01,108.13,49.65,57.32,110.91,95.18,36.47,93.62,"8,691.94","6,364.94","7,511.00","5,420.89","6,694.08","6,282.02","4,000.00","4,298.58","6,561.87","5,825.97","3,055.15","5,708.41",315.62,149.32,183.67,122.51,157.67,151.59,80.00,86.67,157.08,133.80,58.58,131.24,206.98,125.03,162.45,99.04,135.87,127.51,51.84,59.28,131.13,108.08,39.61,108.77,250.54,185.80,220.83,159.03,196.72,186.71,118.15,127.36,191.64,171.00,88.94,169.26,111.44,77.49,93.22,63.76,82.13,77.17,44.91,49.40,78.85,68.50,33.85,69.68,1.11,0.80,0.95,0.68,0.83,0.80,0.50,0.54,0.82,0.72,0.37,0.72
286,49.87,21.14,45.49,50.70,45.53,38.90,13.48,13.94,28.62,21.26,10.08,45.67,133.96,66.65,126.59,136.56,127.43,109.20,43.32,44.00,83.01,66.18,31.63,125.56,"7,413.74","4,578.04","7,035.38","7,442.76","7,013.62","6,382.82","3,468.28","3,545.99","5,361.22","4,577.14","2,548.10","7,061.94",181.17,96.51,171.07,186.79,173.26,150.16,69.55,71.23,120.88,97.23,50.68,169.69,162.02,71.93,147.39,163.87,150.12,126.70,44.94,46.16,93.13,72.98,34.42,148.14,215.54,135.48,208.78,221.44,209.53,188.41,103.29,109.04,158.00,136.35,77.26,206.19,91.63,53.18,87.60,93.57,87.00,78.07,39.94,40.49,62.50,53.09,28.61,85.71,0.93,0.57,0.89,0.94,0.89,0.79,0.43,0.45,0.68,0.57,0.33,0.87
287,17.90,21.98,19.39,29.20,27.23,14.68,10.25,17.54,22.34,13.29,7.75,28.03,54.87,67.73,60.92,84.18,78.97,47.53,32.53,53.39,67.60,42.81,25.87,82.60,"4,309.03","4,690.29","4,420.04","5,445.52","5,217.33","3,704.80","2,609.26","4,159.07","4,706.18","3,451.54","2,096.33","5,196.59",88.59,101.21,89.95,123.00,113.67,74.33,54.16,84.02,102.93,67.35,41.07,117.64,61.15,72.27,66.45,94.72,90.67,48.18,34.81,55.95,73.70,44.52,26.03,90.66,126.08,140.18,129.00,160.45,153.22,111.51,80.99,126.45,140.09,101.01,62.98,154.28,49.00,53.67,49.45,63.87,61.83,42.25,30.05,48.05,55.44,38.60,22.21,63.00,0.54,0.59,0.54,0.67,0.65,0.47,0.33,0.51,0.60,0.42,0.25,0.65
288,38.96,14.70,22.66,30.50,31.79,32.76,6.39,11.90,15.38,19.74,11.14,28.74,108.74,47.84,70.87,89.45,92.15,92.27,21.11,37.94,50.00,59.25,36.51,84.34,"6,252.05","3,709.93","4,695.09","5,494.16","5,580.67","5,701.25","1,703.31","3,143.41","4,000.00","4,374.74","2,850.13","5,341.14",151.26,76.57,102.95,125.69,130.02,130.85,34.60,60.87,79.65,92.77,56.75,117.72,127.09,48.82,76.46,104.25,102.41,108.79,22.30,40.13,51.36,65.19,36.77,94.91,185.85,113.60,143.89,166.30,165.18,171.57,49.98,92.48,120.00,132.38,87.02,158.01,77.67,42.64,56.19,66.26,67.60,68.14,19.67,34.07,44.23,50.01,32.24,63.04,0.79,0.48,0.60,0.69,0.71,0.72,0.22,0.39,0.50,0.54,0.37,0.66
289,50.04,21.99,39.04,51.98,45.10,44.89,16.06,8.45,39.24,16.41,14.58,34.90,134.81,68.91,108.89,141.83,123.64,124.48,53.39,27.52,107.15,50.50,47.31,99.17,"7,506.18","4,625.05","6,370.46","7,649.01","6,999.88","6,940.83","4,034.94","2,132.35","6,315.79","4,069.72","3,777.23","6,034.36",182.31,101.99,148.44,188.26,171.78,166.81,80.93,43.82,147.88,81.29,76.16,138.37,161.06,73.46,126.76,170.13,147.10,144.82,56.28,28.84,127.71,52.97,49.37,116.40,219.45,141.80,187.46,226.25,204.82,204.06,123.99,65.01,188.44,121.66,113.17,176.81,92.53,54.01,77.94,95.65,86.96,85.62,45.32,24.34,77.77,45.19,42.68,72.18,0.93,0.59,0.79,0.96,0.87,0.88,0.51,0.27,0.79,0.51,0.47,0.76
290,16.67,11.96,23.23,34.40,31.31,19.80,7.63,6.32,19.29,10.54,7.50,3.50,52.83,38.09,69.78,97.52,90.27,61.50,25.70,21.67,59.70,35.18,25.54,12.00,"4,110.73","3,057.30","4,843.48","5,778.53","5,683.90","4,419.96","2,000.23","1,612.75","4,406.88","2,749.49","1,936.62",400.00,83.67,63.20,106.21,133.62,130.38,90.92,41.63,34.97,92.37,55.71,38.77,5.00,56.96,40.07,77.88,111.99,104.60,66.30,26.91,21.85,66.87,35.51,25.32,4.00,121.78,93.13,141.60,173.47,168.19,130.29,60.53,52.48,130.17,82.07,58.59,20.00,46.26,34.83,55.47,70.95,68.51,50.12,22.74,18.73,50.30,30.46,22.49,4.00,0.51,0.39,0.61,0.73,0.70,0.55,0.26,0.22,0.56,0.35,0.26,0.02
291,28.13,14.14,29.72,25.67,33.07,21.06,9.22,9.43,13.79,15.35,3.67,14.67,81.47,45.40,84.71,75.44,96.48,65.46,28.68,29.60,43.61,49.17,12.00,48.15,"5,338.91","3,604.48","5,389.11","4,964.07","5,756.52","4,533.59","2,276.20","2,439.03","3,601.51","3,882.72",975.05,"3,770.40",119.65,74.13,123.37,110.25,136.29,96.79,47.56,47.38,69.42,79.62,20.34,75.39,92.25,46.82,100.18,85.23,109.51,68.09,30.68,32.22,46.04,50.69,12.53,48.85,154.87,108.93,161.56,146.23,173.45,137.34,71.23,70.67,106.62,116.48,28.66,115.76,62.14,40.58,64.49,58.11,69.46,52.55,26.84,27.42,40.57,44.81,10.51,43.13,0.66,0.46,0.69,0.62,0.72,0.58,0.29,0.30,0.44,0.49,0.12,0.49
292,17.27,3.50,39.03,29.62,34.03,14.83,8.87,3.50,18.00,14.94,7.46,17.78,56.25,12.00,109.34,83.86,98.55,48.74,28.60,12.74,57.20,47.53,23.78,54.37,"4,235.39",400.00,"6,428.72","5,405.20","5,986.01","3,901.08","2,333.96",903.44,"4,310.26","3,740.89","1,941.77","4,196.40",86.10,5.00,153.47,120.04,138.63,75.62,46.73,17.82,89.73,77.02,38.28,86.81,57.82,4.00,129.70,95.71,115.24,49.35,29.01,12.97,61.43,49.58,26.14,59.51,126.99,20.00,189.16,161.34,173.98,115.28,68.63,29.67,127.63,112.60,58.06,125.49,48.36,4.00,78.05,64.02,72.22,43.10,26.29,10.04,49.18,42.99,22.54,47.54,0.52,0.02,0.81,0.67,0.73,0.48,0.28,0.12,0.55,0.47,0.25,0.54
293,26.96,13.85,35.00,33.44,36.10,21.45,6.11,11.94,12.02,3.50,7.68,14.41,80.60,45.83,101.17,94.87,99.64,65.43,19.04,38.26,39.00,12.00,23.85,47.49,"5,203.70","3,625.08","5,988.13","5,732.14","6,090.88","4,556.01","1,632.61","3,082.98","3,149.07",400.00,"1,952.89","3,755.03",117.85,73.58,137.58,134.94,141.15,95.16,31.28,60.35,61.49,5.00,39.65,75.52,88.36,46.69,114.19,109.36,119.06,71.80,20.75,40.39,41.08,4.00,25.12,49.57,155.54,111.04,175.88,171.11,179.79,137.66,48.47,91.19,91.69,20.00,59.65,115.01,61.85,41.43,72.29,69.20,73.60,51.95,18.59,34.46,34.23,4.00,20.92,43.36,0.64,0.46,0.74,0.72,0.76,0.57,0.20,0.38,0.38,0.02,0.24,0.46
294,3.50,9.49,17.49,15.83,17.03,20.15,6.66,3.50,16.99,10.10,3.50,9.58,12.00,31.96,54.23,53.42,52.88,58.65,21.68,12.12,52.28,32.46,12.24,30.69,400.00,"2,551.94","4,151.75","4,082.73","4,092.50","4,408.40","1,837.69","1,030.29","4,163.07","2,602.26",913.27,"2,420.84",5.00,49.61,86.11,82.48,82.57,91.00,35.41,18.85,83.98,53.45,20.07,49.34,4.00,31.87,59.20,55.86,56.76,63.85,23.11,13.13,56.30,34.44,12.77,32.80,20.00,73.55,124.24,124.38,123.39,132.59,52.25,29.66,124.71,79.87,30.61,73.95,4.00,28.86,47.28,46.73,45.84,49.82,19.78,10.66,46.69,29.87,10.36,27.82,0.02,0.32,0.52,0.52,0.52,0.55,0.23,0.12,0.51,0.32,0.12,0.32
295,3.50,10.95,14.34,18.10,19.92,14.07,3.93,12.15,21.83,6.16,3.81,10.24,12.00,34.51,45.12,53.01,60.37,44.57,12.03,38.69,65.79,18.64,12.19,32.78,400.00,"2,797.49","3,676.77","4,229.59","4,476.92","3,603.16",991.81,"3,171.13","4,579.75","1,584.05","1,037.43","2,554.92",5.00,55.76,73.36,86.54,93.95,72.23,20.06,62.53,100.77,29.89,20.19,51.88,4.00,35.71,47.58,56.75,66.64,45.90,12.10,40.37,74.20,19.42,12.91,32.81,20.00,83.03,108.01,124.18,132.92,106.28,29.34,92.71,137.77,47.77,27.67,78.26,4.00,31.20,41.40,48.31,51.10,39.40,11.03,34.77,54.74,16.55,11.73,29.22,0.02,0.34,0.45,0.53,0.56,0.44,0.11,0.38,0.58,0.18,0.12,0.32
296,20.00,21.90,27.68,33.69,26.52,19.77,8.68,11.83,19.75,14.83,4.81,25.61,61.21,66.49,80.88,93.44,76.82,60.13,28.45,37.97,60.24,47.93,14.31,75.33,"4,408.17","4,622.40","5,277.93","5,809.05","5,053.69","4,476.01","2,342.60","3,012.68","4,468.58","3,747.07","1,208.54","5,019.43",92.72,100.76,118.83,132.01,112.14,93.48,47.66,60.03,92.89,75.39,22.60,110.79,67.74,72.77,90.21,108.55,86.30,67.74,29.14,38.63,65.65,48.16,15.23,82.94,132.21,136.14,156.74,171.42,150.67,131.87,69.22,90.49,131.00,111.70,36.18,149.05,50.65,52.95,61.38,68.78,60.46,50.81,26.39,33.32,50.21,42.47,13.96,58.90,0.55,0.58,0.66,0.73,0.63,0.56,0.29,0.37,0.56,0.47,0.15,0.63
297,16.60,15.08,19.45,30.92,24.89,23.80,9.29,11.82,16.11,13.75,5.01,23.00,52.09,47.88,61.68,88.96,74.53,70.04,28.69,37.95,53.13,43.66,16.09,66.19,"4,028.64","3,893.41","4,407.31","5,602.57","4,939.56","4,781.18","2,312.28","3,161.07","4,020.00","3,596.50","1,226.45","4,620.00",81.45,76.14,91.37,126.82,107.34,102.27,46.26,62.38,83.47,71.59,24.87,102.05,52.64,50.13,67.29,99.75,83.37,79.96,31.20,40.46,56.51,45.55,16.79,73.08,122.25,116.74,130.16,164.96,148.97,145.14,68.56,93.18,122.43,106.36,37.26,139.33,45.00,42.72,50.16,67.23,58.84,56.43,26.44,34.88,46.08,40.16,14.50,55.27,0.50,0.48,0.55,0.70,0.62,0.60,0.30,0.39,0.51,0.44,0.17,0.58
298,35.22,24.46,49.12,41.46,44.68,57.85,12.54,22.43,35.31,26.56,10.02,32.79,101.05,72.70,132.36,113.74,123.73,153.56,41.67,67.05,101.86,79.64,32.26,95.62,"6,039.45","4,796.58","7,313.27","6,541.26","7,043.11","8,233.07","3,268.04","4,705.82","6,019.04","5,121.44","2,584.44","5,754.84",138.90,103.77,179.41,156.69,168.97,218.42,64.54,99.56,140.16,111.47,52.66,135.45,116.62,80.69,157.75,132.91,148.86,188.75,42.89,73.93,117.12,88.67,34.18,108.23,177.79,145.75,214.59,194.29,205.99,237.68,98.47,139.62,176.14,152.18,79.64,169.10,71.94,56.02,91.43,79.14,85.20,104.71,37.34,53.91,73.08,61.23,28.77,69.67,0.74,0.61,0.91,0.83,0.88,1.02,0.41,0.58,0.75,0.65,0.33,0.72
299,44.25,24.29,38.59,30.37,43.22,34.70,14.78,18.86,20.75,23.57,10.27,13.27,124.59,75.28,108.32,87.88,118.50,96.90,46.76,55.27,65.12,70.38,33.36,42.16,"6,947.09","4,994.50","6,302.95","5,400.37","6,709.47","5,853.73","3,848.99","4,229.04","4,621.97","4,817.38","2,724.92","3,381.56",165.69,107.76,150.91,121.82,161.66,138.22,76.71,88.13,99.56,102.19,52.87,68.47,147.30,80.15,127.51,100.39,137.02,112.85,48.78,62.10,71.11,77.38,33.63,43.68,205.71,148.23,185.31,161.78,199.27,173.96,112.78,126.78,137.72,141.99,80.57,102.37,84.62,57.02,76.58,65.89,81.56,70.40,42.29,48.96,53.10,56.19,29.36,38.47,0.86,0.61,0.79,0.68,0.83,0.74,0.48,0.53,0.57,0.59,0.32,0.43
300,46.35,21.17,37.34,37.46,40.59,26.59,13.93,12.83,20.74,20.07,12.14,37.15,128.93,62.68,106.27,106.87,112.34,77.23,44.89,41.71,61.31,63.11,39.90,103.87,"7,109.52","4,553.46","6,264.91","6,242.66","6,434.35","5,120.52","3,619.36","3,350.79","4,493.37","4,521.69","3,204.73","6,135.65",175.93,93.97,147.32,147.77,151.87,113.52,71.00,65.55,95.89,92.69,62.53,145.13,153.20,69.24,122.15,123.82,129.04,85.33,47.03,43.35,65.58,69.20,40.53,120.51,210.13,133.33,185.41,185.87,192.21,150.02,106.03,98.47,132.33,135.25,94.90,179.13,87.62,52.48,75.63,76.63,78.20,60.17,40.12,37.66,51.14,52.44,36.51,74.81,0.89,0.57,0.77,0.78,0.80,0.64,0.45,0.41,0.56,0.56,0.40,0.77
301,32.06,23.10,30.92,31.29,38.32,26.64,7.75,16.78,17.89,13.69,8.88,18.41,93.37,68.27,88.21,90.00,105.27,76.92,25.60,53.08,56.01,44.76,30.29,54.62,"5,687.76","4,818.43","5,484.87","5,686.00","6,192.22","5,129.25","2,005.48","4,205.89","4,342.07","3,566.83","2,419.73","4,208.63",130.61,101.21,125.87,128.64,148.00,113.40,40.56,85.66,90.23,70.38,47.69,85.42,105.19,76.97,102.43,103.83,122.06,89.20,25.33,58.98,60.15,47.15,29.70,57.86,167.41,139.80,163.60,165.93,186.39,152.63,59.31,126.97,129.26,107.18,70.88,125.41,68.36,54.69,65.69,66.74,74.92,59.90,21.71,47.61,49.81,40.05,25.99,48.61,0.71,0.60,0.69,0.71,0.77,0.64,0.25,0.53,0.53,0.44,0.30,0.52
302,38.40,20.05,17.26,29.73,34.25,31.53,9.55,13.47,23.52,19.90,12.89,23.34,105.49,62.62,53.23,84.43,96.24,89.47,30.82,42.24,72.64,62.31,42.81,69.52,"6,258.93","4,577.22","4,136.33","5,396.05","5,880.09","5,634.36","2,496.44","3,491.35","4,905.48","4,475.20","3,367.51","4,768.84",147.44,94.47,85.32,123.89,135.24,129.24,49.67,68.13,105.90,93.01,66.00,102.01,125.12,67.43,57.61,96.38,110.75,103.80,32.38,44.68,81.21,67.64,43.84,76.87,184.74,136.60,125.23,159.38,175.82,166.02,71.46,105.24,146.21,132.62,100.63,140.68,77.12,51.70,47.12,64.44,71.07,66.86,28.02,38.89,57.99,50.57,38.46,55.57,0.79,0.57,0.52,0.67,0.74,0.70,0.31,0.44,0.61,0.55,0.42,0.60
303,31.60,28.61,45.14,45.01,46.65,34.35,12.28,25.13,41.27,33.02,12.21,26.63,92.41,80.33,124.90,122.10,130.17,95.94,38.88,73.89,115.04,92.86,38.99,81.17,"5,619.14","5,318.48","6,965.54","6,864.50","7,202.57","5,843.92","3,084.57","5,004.29","6,567.31","5,788.53","3,159.95","5,192.06",128.93,118.19,168.29,167.81,176.24,138.15,62.66,109.89,157.95,134.92,61.62,114.44,105.19,91.71,147.79,145.61,154.48,114.88,41.48,83.31,135.04,106.85,41.29,89.00,168.82,155.25,206.09,202.52,213.09,175.61,93.20,149.10,195.07,171.67,96.09,153.30,68.02,61.86,85.70,85.47,88.27,71.88,35.69,59.16,80.31,68.48,34.53,60.60,0.71,0.65,0.87,0.86,0.89,0.74,0.40,0.63,0.83,0.71,0.39,0.65
304,44.27,28.84,38.68,32.56,33.72,41.62,14.88,13.91,23.55,3.50,12.01,27.02,122.01,85.38,109.80,94.15,95.18,115.28,48.20,43.48,71.35,12.00,39.50,76.84,"6,924.58","5,310.80","6,387.04","5,843.88","5,728.23","6,671.00","3,898.06","3,560.07","4,927.66",400.00,"3,193.94","5,192.31",168.02,120.74,152.75,134.09,135.86,159.15,76.40,69.54,105.99,5.00,61.04,112.56,141.88,94.11,129.66,107.78,110.05,135.88,50.21,46.71,78.42,4.00,40.37,88.45,200.79,157.06,190.01,170.81,170.75,198.30,116.00,106.49,144.96,20.00,92.29,150.54,84.62,62.67,77.30,69.95,69.34,81.27,42.79,40.36,56.23,4.00,35.29,61.21,0.85,0.67,0.80,0.73,0.72,0.83,0.49,0.44,0.61,0.02,0.40,0.65
305,42.40,22.12,28.35,39.05,41.40,37.36,10.80,9.21,34.51,23.95,12.66,28.10,117.48,68.74,84.43,108.98,113.25,102.47,35.58,29.50,100.68,69.48,41.00,81.35,"6,730.08","4,634.53","5,406.19","6,304.30","6,520.27","6,144.18","2,729.79","2,360.56","5,926.08","4,781.80","3,262.76","5,214.91",158.12,102.13,119.75,148.68,157.02,145.45,54.60,45.61,138.17,102.11,64.71,115.18,138.79,73.27,94.57,128.50,132.13,120.83,35.65,31.00,116.06,79.20,43.18,89.97,196.19,140.30,158.89,186.62,192.46,179.73,83.40,71.63,174.77,141.41,99.29,154.61,81.44,54.40,63.22,76.87,79.82,73.58,31.74,26.15,72.96,56.80,37.46,62.09,0.84,0.59,0.66,0.79,0.83,0.77,0.35,0.30,0.75,0.60,0.40,0.66
306,53.97,42.95,32.16,40.35,41.42,29.12,12.90,19.92,36.53,17.60,10.74,24.86,146.78,118.81,93.02,112.94,112.87,86.45,40.41,60.92,100.47,55.93,35.53,75.83,"7,993.11","6,657.13","5,698.30","6,520.78","6,652.34","5,372.18","3,235.84","4,413.89","6,102.29","4,295.41","2,774.75","4,968.29",197.01,159.91,132.64,153.29,159.42,124.12,66.66,92.73,140.78,88.70,54.50,110.19,177.61,140.55,104.80,130.80,133.99,97.88,42.10,62.74,115.42,57.34,35.91,83.64,234.35,200.20,168.44,192.74,194.54,161.47,96.67,132.22,178.44,128.35,83.98,148.24,99.03,82.43,67.73,80.09,80.89,65.11,37.05,50.85,72.89,48.88,31.88,57.66,0.99,0.85,0.72,0.82,0.82,0.67,0.41,0.54,0.76,0.53,0.35,0.63
307,41.93,31.12,42.18,37.08,46.56,31.03,9.97,10.12,43.60,22.25,15.37,38.43,116.89,91.61,116.96,102.41,124.73,86.69,33.85,31.90,119.24,64.93,49.99,109.81,"6,694.66","5,664.47","6,773.27","6,060.15","7,085.77","5,490.56","2,611.84","2,640.92","6,755.52","4,677.08","3,985.95","6,289.17",158.38,128.82,160.09,141.66,170.69,125.95,52.82,52.33,164.90,96.91,78.80,149.47,135.38,104.20,137.30,119.68,147.19,98.85,33.68,34.58,141.21,70.58,51.09,124.37,196.18,165.20,196.63,179.64,206.24,163.35,77.67,79.48,200.63,138.63,120.00,186.91,81.43,67.83,81.92,73.81,86.65,66.76,30.43,30.14,82.94,53.35,44.98,77.29,0.83,0.71,0.84,0.77,0.89,0.69,0.32,0.33,0.85,0.58,0.49,0.79
308,28.79,15.11,33.55,32.52,29.34,15.40,7.19,11.48,18.63,14.49,8.18,22.50,83.45,47.92,94.97,89.65,85.71,49.07,23.84,37.44,56.72,47.66,26.97,69.39,"5,335.87","3,840.70","5,788.65","5,601.67","5,359.50","3,977.05","1,897.69","2,942.06","4,274.15","3,689.85","2,191.56","4,753.44",121.01,76.87,131.73,129.33,123.10,78.54,36.00,58.74,88.31,74.04,43.57,103.00,94.99,50.24,109.57,106.71,98.53,50.89,24.84,37.78,61.97,47.96,27.75,76.71,157.15,116.00,172.71,168.54,160.88,118.59,56.58,88.99,127.66,114.34,62.08,142.28,62.46,44.29,70.36,68.13,64.12,43.91,20.16,33.06,48.27,41.44,23.47,55.81,0.66,0.48,0.73,0.71,0.69,0.50,0.23,0.36,0.54,0.46,0.27,0.59
309,20.81,15.62,30.44,30.51,28.80,22.70,9.20,6.79,29.51,15.00,8.52,14.45,64.30,51.22,89.00,87.91,82.93,66.94,30.99,22.06,88.35,48.94,26.44,47.89,"4,573.01","4,092.58","5,493.71","5,519.12","5,355.70","4,642.81","2,485.02","1,712.41","5,441.83","3,873.41","2,113.12","3,747.95",96.99,80.42,128.12,128.37,118.64,99.02,49.13,34.98,122.04,75.78,41.83,74.81,70.25,54.24,103.47,102.75,94.54,75.70,32.12,23.30,96.64,50.26,28.19,48.55,134.82,120.72,164.57,163.78,158.46,141.32,74.30,50.95,162.92,115.09,63.20,114.89,52.20,45.33,67.12,67.13,62.30,54.64,26.74,19.15,64.35,42.63,24.53,42.07,0.58,0.50,0.69,0.70,0.66,0.59,0.30,0.22,0.68,0.49,0.26,0.48
310,33.47,24.69,42.54,33.17,17.57,29.15,13.95,25.25,17.75,22.43,13.63,29.79,96.04,72.65,114.49,92.68,55.79,83.79,45.90,74.73,54.29,67.91,43.80,87.55,"5,794.51","4,871.94","6,674.56","5,723.63","4,285.52","5,350.42","3,668.34","5,020.32","4,180.41","4,648.58","3,540.73","5,466.26",133.28,105.25,160.43,131.83,88.05,121.87,73.67,109.39,88.73,98.25,71.68,125.10,107.90,79.67,136.47,105.55,58.59,96.40,47.34,85.68,57.51,71.61,46.65,97.89,171.48,144.67,194.05,167.81,125.99,160.50,110.51,150.80,127.18,137.71,105.99,160.04,70.23,57.69,82.26,67.76,48.02,63.82,41.49,58.60,47.81,54.44,39.77,65.33,0.72,0.62,0.82,0.72,0.53,0.68,0.46,0.63,0.52,0.59,0.45,0.68
311,34.87,22.38,44.16,35.89,47.97,25.67,20.36,13.58,15.43,22.16,10.47,21.00,98.44,65.21,123.11,98.82,131.24,73.47,61.50,43.68,49.74,67.68,33.43,62.40,"5,958.49","4,614.63","6,964.79","6,043.19","7,205.32","4,941.84","4,418.93","3,583.74","3,959.81","4,631.53","2,715.07","4,483.38",135.94,100.96,166.65,141.63,178.50,107.12,91.77,71.67,79.33,98.64,51.82,98.39,112.74,72.35,146.66,114.38,157.24,84.44,67.77,45.59,51.42,71.82,35.40,67.83,177.11,139.77,204.56,179.77,210.80,148.99,132.37,105.14,118.35,136.92,78.20,137.23,71.38,53.65,85.75,73.36,88.66,58.59,51.82,39.52,45.00,54.21,29.73,51.78,0.74,0.58,0.87,0.75,0.91,0.62,0.55,0.45,0.50,0.58,0.33,0.56
312,32.33,18.75,53.97,55.40,42.27,37.33,13.49,10.57,22.68,17.38,8.87,27.36,92.83,58.93,146.63,150.56,114.69,105.32,42.91,33.90,67.95,55.74,28.68,78.19,"5,751.73","4,335.14","7,862.96","8,000.00","6,597.20","6,144.36","3,530.74","2,750.09","4,715.00","4,220.83","2,276.23","5,152.28",131.89,88.09,193.44,200.33,157.53,142.65,69.91,55.65,98.62,85.64,46.89,113.55,106.00,62.45,173.48,183.26,135.39,119.42,45.85,34.43,72.33,55.85,30.59,87.31,166.84,129.53,231.11,236.96,196.74,181.17,106.38,81.87,139.80,127.25,68.95,152.52,67.87,49.57,97.95,101.51,80.59,74.26,40.11,30.75,54.31,47.26,25.46,61.78,0.71,0.54,0.97,1.01,0.84,0.77,0.45,0.35,0.59,0.53,0.29,0.64
313,38.07,29.57,34.80,59.42,25.23,26.72,12.30,15.32,26.94,14.73,12.29,23.00,106.04,88.23,96.02,157.03,73.57,75.86,39.97,49.38,80.78,48.46,40.04,68.18,"6,183.20","5,484.44","5,927.35","8,174.22","4,932.87","5,153.00","3,207.60","3,896.53","5,192.49","3,839.53","3,117.62","4,795.17",146.38,125.51,136.91,233.14,108.20,112.59,63.76,78.76,114.68,78.52,64.23,102.94,123.79,101.09,110.49,192.15,81.63,89.35,41.76,50.49,88.70,50.71,40.18,76.06,183.16,161.00,172.31,240.65,146.90,153.73,94.25,117.12,155.16,115.87,92.89,143.89,75.81,65.32,70.32,104.93,58.36,60.54,36.67,44.70,60.59,43.42,35.31,56.56,0.78,0.69,0.74,1.04,0.63,0.63,0.41,0.49,0.65,0.49,0.40,0.59
314,48.37,33.07,35.68,50.95,28.13,27.18,6.81,11.68,27.15,19.67,4.96,26.34,131.48,93.42,99.16,137.72,78.33,78.87,22.09,37.04,78.59,58.64,15.00,78.42,"7,261.78","5,806.71","5,928.09","7,516.48","5,147.63","5,183.76","1,781.33","2,874.68","5,096.68","4,397.04","1,284.61","5,161.76",181.78,135.15,139.59,186.39,117.63,115.65,35.45,58.04,112.29,92.77,24.21,114.99,157.85,110.93,113.91,164.92,90.88,89.76,23.67,38.00,89.78,65.26,15.12,86.82,217.32,172.45,177.80,221.50,155.75,154.26,56.22,88.26,153.16,130.05,38.30,151.04,91.22,69.55,71.97,93.12,61.23,61.41,19.69,33.36,60.14,50.13,13.33,61.12,0.92,0.72,0.75,0.94,0.66,0.66,0.23,0.37,0.64,0.55,0.16,0.64
315,26.48,11.75,27.48,27.00,42.12,33.73,7.12,6.90,22.72,14.16,6.91,17.40,75.21,36.80,81.28,80.61,117.22,94.29,23.98,21.19,69.36,45.68,22.19,54.14,"5,111.03","2,902.91","5,211.84","5,156.66","6,610.21","5,728.55","1,837.16","1,685.38","4,812.56","3,688.70","1,815.26","4,240.04",111.74,59.15,115.82,115.68,158.28,135.14,37.61,33.29,104.78,74.13,34.91,86.31,87.55,39.27,87.89,90.34,135.98,107.97,24.14,22.12,75.74,47.59,22.29,56.71,150.83,88.49,153.94,154.29,194.05,172.73,55.51,50.72,144.39,110.78,52.20,124.43,60.53,33.23,61.89,61.81,80.35,69.06,21.73,19.09,54.82,41.71,19.72,47.20,0.64,0.37,0.64,0.64,0.84,0.73,0.23,0.22,0.59,0.47,0.22,0.52
316,35.61,14.07,32.10,30.72,15.50,22.38,8.47,7.37,14.28,14.43,4.29,35.07,97.82,46.31,89.88,90.50,50.00,68.29,26.95,23.91,46.09,45.71,12.36,99.05,"6,042.35","3,717.61","5,627.17","5,608.57","4,000.00","4,687.39","2,088.86","1,859.54","3,725.22","3,690.96","1,106.75","5,911.82",139.47,73.92,126.42,126.01,78.82,99.86,42.82,39.71,75.11,73.29,20.90,136.92,113.38,47.83,101.80,103.85,51.99,76.15,27.69,24.17,48.46,47.32,13.05,112.72,178.58,108.45,167.79,167.32,118.21,141.57,63.23,59.49,113.24,111.24,32.71,177.58,72.23,41.52,67.23,66.14,45.00,54.62,23.41,21.44,42.36,41.97,12.52,71.07,0.75,0.47,0.69,0.71,0.50,0.59,0.27,0.25,0.47,0.47,0.13,0.74
